Word	Type	Frequency
plane	C	12
carried	C	6
checking	C	7
cubs	C	1
kent	C	77
bringing	C	24
cellphone	C	133
confiscated	C	18
thailand	C	23
business	C	15
answered	C	28
detained	C	7
chosen	C	1
9th	X	32
40am	X	1
johansen	C	19
c	C	4
destination	C	6
trip	C	12
dis	C	2
club	C	9
usd	C	13
success	C	2
coned	C	2
trusting	C	1
selection	C	1
arrested	C	1
weighs	C	6
gram	C	7
classified	C	12
hidden	C	8
arriving	C	1
contacting	C	5
items	C	2
helps	C	1
ow	C	1
founded	C	1
eighty	C	3
hide	C	4
hers	F	1
accepted	C	4
pays	C	1
price	C	15
higher	C	5
cheated	C	4
trusted	C	7
helpful	C	3
families	C	5
sates	C	1
hid	C	5
airplane	C	4
u	C	9
succeed	C	1
questionable	C	1
evidnce	C	1
leagal	C	1
rules	C	2
confirmation	C	3
weighted	C	2
plead	C	10
destionation	C	1
mena	C	1
promised	C	9
phonies	C	1
task	C	1
break	C	1
content	C	169
tries	C	2
named	C	5
interview	C	1
gulf	C	22
examination	C	9
accusion	C	1
tour	C	1
1000usd	X	1
calls	C	57
calling	C	8
via	C	5
400usd	X	2
product	C	2
assigned	C	5
assport	C	1
numbern	C	1
suitcase	C	3
investigating	C	3
heroin	C	21
weigh	C	1
kilograms	C	3
charged	C	7
dif	C	1
connected	C	1
wondered	C	3
connect	C	3
hiding	C	3
bags	C	2
laws	C	2
viewed	C	1
heading	C	2
sticks	C	3
surname	C	3
correct	C	9
cause	C	2
hiring	C	9
investagory	C	2
luggageafter	C	1
rewards	C	1
premise	C	1
beginning	C	39
lied	C	1
gives	C	1
necessity	C	1
julian	C	1
hanson	C	1
dec	C	10
verification	C	4
taiwantherefore	C	1
lay	C	2
reward	C	1
transferred	C	2
step	C	3
touch	C	1
curious	C	26
value	C	2
amounts	C	1
accord	C	1
mission	C	1
1000us	X	1
assistant	C	2
golfbag	C	1
calssified	C	1
load	C	2
genuine	C	1
taiwwan	C	1
telephone	C	8
personally	C	1
us400	X	3
us1000	X	4
nag	C	1
herion	C	1
broght	C	2
individually	C	1
likely	C	1
conceived	C	1
expressed	C	6
sais	C	1
speaker	C	4
er	C	42
starting	C	3
journey	C	2
cost	C	1
cross	C	12
deceived	C	1
indicated	C	1
hair	C	1
sgainst	C	1
fc3114425	X	2
searched	C	4
testification	C	1
departure	C	3
departed	C	1
bangkok	C	5
violet	C	1
men	C	1
1380g	X	1
carryon	C	1
self	C	3
partner	C	90
lawyerwhen	C	1
temporarily	C	2
within	C	2
tested	C	1
transfers	C	1
faith	C	1
partners	C	10
replies	C	1
says	C	4
start	C	44
usd1000	X	1
handling	C	1
weren	F	2
collaborate	C	2
wishes	C	1
pleads	C	1
tawian	C	1
contained	C	2
constitute	C	23
client	C	9
poice	C	1
violates	C	2
conceive	C	1
detaintion	C	1
agains	C	2
nartocis	C	1
remail	C	1
stament	C	1
aborinine	C	1
examinations	C	1
pleat	C	2
hight	C	1
         	X	6
courst	C	1
airline	C	1
cooperation	C	3
top	C	1
assist	C	4
investigations	C	1
fly	C	2
request	C	10
spoke	C	1
hua	C	39
h284892843	X	19
xindian	C	12
county	C	2
cit	C	1
pleas	C	1
kb281849281	X	3
ad828918482	X	3
john	C	17
intimate	C	139
cram	C	383
school	C	425
messages	C	528
usually	C	32
tends	C	1
late	C	53
yen	C	42
telephoning	C	1
proves	C	2
coworker	C	68
beyond	C	89
suspects	C	4
committing	C	3
contents	C	46
married	C	225
abroad	C	23
teach	C	251
portuguese	C	238
past	C	41
teaching	C	230
continued	C	18
popular	C	31
language	C	65
learn	C	55
hours	C	64
unstable	C	12
english	C	430
tongue	C	43
decides	C	4
advanced	C	84
distance	C	70
learning	C	111
program	C	288
california	C	50
america	C	33
courses	C	104
finishes	C	6
master	C	221
united	C	28
woman	C	106
commits	C	2
colleagues	C	33
taiwanese	C	15
communicate	C	34
discuss	C	17
often	C	92
study	C	80
began	C	5
unusual	C	31
included	C	4
message	C	530
31st	X	10
november	C	22
0958932xxx	X	4
colleague	C	285
westernized	C	39
expressing	C	7
herself	F	7
class	C	44
misses	C	4
text	C	210
55pm	X	7
13rd	X	1
january	C	27
truly	C	28
together        	X	1
              	X	2
contexts	C	3
competence	C	42
culture	C	58
communication	C	73
assignments	C	96
chinese	C	272
translation	C	40
discussed	C	3
assignment	C	225
careful	C	1
answers	C	12
register	C	4
continue	C	10
fluent	C	9
serving	C	3
tutor	C	46
sleep	C	8
teaches	C	5
powen	C	1
background	C	15
writing	C	3
heard	C	64
actions	C	30
discussion	C	1
unemployment	C	1
wander	C	1
evidences	C	8
blame	C	1
completing	C	3
9pm	X	5
doubting	C	2
30pm	X	5
xi	C	1
tien	C	1
using	C	2
tele	C	31
conferencing	C	26
yian	C	11
night	C	47
gathered	C	2
co	C	183
sues	C	1
cases	C	2
increase	C	2
internet	C	27
project	C	3
affair	C	160
strange	C	21
appeared	C	6
oftenly	C	1
box	C	3
almost	C	26
everyday	C	8
inappropriate	C	15
context	C	21
previously	C	5
fifty	C	13
932xxx	X	5
education	C	11
western	C	3
style	C	2
expression	C	9
feeling	C	5
minded	C	28
worried	C	5
graduated	C	1
tesol	C	54
required	C	10
fourteen	C	3
sixteen	C	4
pages	C	5
trouble	C	5
graduate	C	7
registration	C	35
semester	C	67
improve	C	22
midnight	C	36
requirement	C	3
bo	C	9
yuan	C	12
hsin	C	1
dien	C	3
conference	C	6
collected	C	14
coworkers	C	17
    	X	7
constitutes	C	5
kids	C	20
taught	C	23
online	C	30
usa	C	17
distant	C	7
system	C	3
contains	C	4
dialed	C	2
hos	C	1
texted	C	22
nearly	C	3
suspectful	C	4
50pm	X	3
studied	C	9
opened	C	3
emotion	C	8
13th	X	15
studying	C	14
competent	C	1
righ	C	1
unhappy	C	14
registered	C	20
proceeded	C	1
despite	C	3
failing	C	1
texts	C	17
measures	C	1
persuade	C	21
quit	C	19
excuse	C	17
chungcheng	C	1
xingdien	C	1
research	C	1
marry	C	20
kept	C	18
american	C	11
mandarin	C	6
usual	C	7
educated	C	24
thirteenth	C	5
           	X	11
             	X	7
complete	C	40
sentences	C	23
bed	C	9
answering	C	3
boyuan	C	1
modify	C	1
doubtful	C	6
neccesarily	C	1
criminal	C	26
wha	C	3
no414	X	1
anderston	C	9
checks	C	1
chia	C	2
degrees	C	1
picks	C	3
affairs	C	8
intimated	C	1
31th	X	4
sender	C	14
expresses	C	4
feelings	C	7
meaning	C	24
55p	X	1
homework	C	64
cultural	C	26
translated	C	11
page14	X	2
12th	X	3
cia	C	6
uin	C	1
sopena	C	2
sends	C	10
encourage	C	1
wear	C	1
30p	X	4
yuhua	C	2
numver414	X	1
yan	C	28
constituted	C	5
countries	C	17
salaries	C	2
native	C	4
seeks	C	6
credits	C	18
gets	C	21
acceptable	C	2
unappropriated	C	1
ignore	C	1
xxx	C	2
twelve	C	2
behind	C	3
programs	C	4
kinds	C	2
translations	C	2
suing	C	2
unpleasant	C	5
played	C	5
sleeping	C	6
  cram	X	3
wu	C	1
academic	C	1
mobile	C	6
thinks	C	11
connects	C	1
finds	C	5
credit	C	2
teachers	C	11
frequently	C	7
face	C	1
confused	C	3
contacted	C	1
deliver	C	1
       	X	5
delivered	C	7
numbers	C	3
          	X	8
translating	C	9
satisfied	C	2
plays	C	6
delivers	C	1
activity	C	1
adultry	C	1
h284892848	X	1
chun	C	4
xin	C	4
di	C	2
initially	C	3
overtime	C	17
concluded	C	1
50p	X	1
emotional	C	1
tight	C	2
sthat	C	1
unsatisfactory	C	1
failed	C	13
po	C	3
persuaded	C	6
casue	C	1
h284892842	X	1
chong	C	3
relationships	C	12
chai	C	8
women	C	2
lasts	C	1
pursue	C	9
consequently	C	1
es	C	2
receives	C	2
local	C	3
aroused	C	1
curiosity	C	3
abnormal	C	2
texting	C	24
page13	X	2
pieces	C	2
massages	C	5
emotions	C	6
affections	C	2
simple	C	2
lines	C	3
mater	C	3
tem	C	1
sharpen	C	6
till	C	1
wrote	C	8
rouse	C	1
dian	C	4
zhia	C	9
talks	C	6
weird	C	12
iwhat	C	1
2012there	X	1
served	C	3
distric	C	1
bai	C	1
partnered	C	8
unproper	C	1
presented	C	1
meaningful	C	1
includes	C	8
zheng	C	2
defender	C	1
imitate	C	3
massage	C	2
teleconference	C	4
colleague   the	X	1
colleaguedo	C	1
portuguesehowever	C	1
diploma	C	2
nobecause	C	1
relating	C	1
became	C	4
tone	C	1
openso	C	1
fife	C	1
dominating	C	1
responses	C	2
woker	C	1
the  cram	X	1
plaintill	C	1
resign	C	5
posibility	C	1
defendent	C	2
reson	C	1
doubtfull	C	1
cout	C	1
attendence	C	1
zhen	C	1
xindien	C	1
stopped	C	2
seeked	C	1
obtain	C	6
require	C	4
issues	C	4
until	F	6
history	C	2
showing	C	6
        	X	7
cultures	C	1
languages	C	1
exercise	C	1
asleep	C	3
   also	X	1
chat	C	2
portugese	C	5
unite	C	1
classes	C	14
     	X	6
               	X	2
mid	C	2
excuses	C	6
affaire	C	1
sought	C	6
studies	C	1
hoped	C	6
directly	C	4
chatted	C	3
college	C	5
misunderstanding	C	3
fail	C	3
5flooe	X	1
tights	C	1
additional	C	2
acquainted	C	1
1or2	X	1
enable	C	1
combine	C	1
phonecall	C	1
doubtable	C	2
appears	C	3
nonmember	C	1
mined	C	1
polish	C	4
cjinese	C	1
diligent	C	1
handle	C	4
pursued	C	1
drop	C	4
jane	C	1
26th	X	1
huwa	C	2
aboriginal	C	2
press	C	4
workplace	C	1
net	C	1
subject	C	1
phones	C	10
serious	C	8
improper	C	2
smartphone	C	1
dated	C	2
nov	C	3
jan	C	2
        orz	X	1
include	C	3
friction	C	2
fraction	C	1
playing	C	5
mentor	C	2
sleeped	C	1
investi	C	2
h28489284	X	1
addres	C	1
  road  district	X	1
colleague   	X	2
famous	C	2
quietly	C	1
at23	X	1
translates	C	2
documentary	C	1
colleague   have	X	1
skills	C	1
periods	C	4
communicating	C	2
presence	C	1
messaged	C	3
vague	C	1
phrase	C	7
lessons	C	2
sufficient	C	1
somehow	C	4
completed	C	2
ofr	C	1
hu	C	1
speakers	C	1
hw	C	1
shoo	C	1
corporate	C	1
dealed	C	1
page13in	X	1
checkarte	C	1
westernialized	C	1
corporation	C	1
ti	C	2
certificate	C	4
lets	C	1
assingmnet	C	1
ofhelping	C	1
fights	C	1
mentionedwhen	C	1
stop	C	16
upgrade	C	1
chines	C	2
fallen	C	1
   still	X	1
subpoena   who	X	1
   to	X	2
defendants	C	2
mailbox	C	1
accuses	C	5
messaging	C	6
empty	C	12
obtains	C	1
masters	C	5
collegues	C	1
policy	C	2
inspected	C	1
copies	C	1
theirs	F	1
21st	X	14
requires	C	4
final	C	2
supposedly	C	1
exceed	C	3
response	C	4
arises	C	1
suspicion	C	3
example	C	5
prevalent	C	1
launched	C	1
flying	C	1
matters	C	1
skeptical	C	2
instant	C	1
allow	C	3
folder	C	2
whose	C	1
version	C	3
helped	C	2
equals	C	1
reasonable	C	5
conducted	C	1
wondering	C	2
conferencings	C	1
incomes	C	2
allowed	C	2
planed	C	1
partnering	C	2
extramarital	C	1
concept	C	4
implications	C	1
dose	C	1
perusing	C	1
pursuing	C	2
collogue	C	1
happy	C	7
participating	C	1
duration	C	2
dates	C	1
fell	C	2
enhance	C	3
purposes	C	3
interacted	C	1
ian	C	6
disagreements	C	1
wok	C	1
conferences	C	1
broad	C	2
achieved	C	2
achieve	C	5
doctor	C	10
innormal	C	1
happily	C	1
bothered	C	1
nr	C	1
xindiang	C	1
developed	C	1
encounter	C	1
constantly	C	5
extending	C	1
shift	C	4
   has	X	1
consisted	C	1
university	C	2
licensed	C	1
mistress	C	2
lengthening	C	2
practice	C	4
shifts	C	1
frond	C	1
phonebook	C	2
was   	X	1
huh	C	2
profra	C	1
gory	C	1
quarrels	C	9
chatting	C	1
clarity	C	1
single	C	3
westernised	C	1
communications	C	3
scenario	C	1
lasted	C	2
subpoenaed	C	2
wandering	C	1
facts	C	1
mostly	C	3
behaviour	C	1
causes	C	1
defamation	C	8
favorable	C	5
post	C	15
comments	C	25
forum	C	6
land	C	18
provides	C	2
criticize	C	4
company	C	52
reputation	C	7
summarize	C	1
activities	C	3
posts	C	9
employee	C	3
labor	C	9
benefits	C	1
visa	C	3
repost	C	1
posted	C	16
administrator	C	3
deleted	C	2
criticizing	C	1
posting	C	6
libeling	C	2
defame	C	2
defamed	C	2
bureau	C	5
application	C	3
articles	C	3
formally	C	3
treated	C	1
employees	C	2
illegally	C	1
names	C	7
intend	C	2
reject	C	1
collect	C	2
clients	C	2
dear	C	3
applies	C	1
august	C	16
orange	C	4
cards	C	2
1st	X	1
20th	X	1
thread	C	1
media	C	1
follow	C	1
criticized	C	2
admit	C	1
libeled	C	1
article	C	3
clarification	C	2
requested	C	1
libel	C	1
negotiated	C	1
uncooperative	C	1
troubles	C	1
14th	X	1
card	C	3
chatroom	C	1
exchange	C	1
feed	C	1
describes	C	1
written	C	5
welfare	C	1
applying	C	2
firsthand	C	1
informations	C	1
effect	C	3
delete	C	1
warning	C	1
violations	C	1
rule	C	2
caused	C	10
rumors	C	1
compromise	C	1
gathering	C	1
obtained	C	1
insistence	C	1
dependent	C	1
maintain	C	6
8th	X	7
intersection	C	6
daxue	C	1
plate	C	4
bl	C	3
ganyuan	C	3
clip	C	7
cars	C	1
forgot	C	3
remove	C	9
key	C	3
removed	C	2
mediation	C	4
consensus	C	1
letter	C	3
decribe	C	1
mark	C	3
alison	C	2
3rd	X	2
pleasant	C	1
bono	C	3
around  road	X	1
clips	C	31
ignition	C	1
substantiated	C	1
dropped	C	2
contract	C	3
warrant	C	1
gate	C	1
located	C	4
nation	C	1
invite	C	3
bro	C	1
da	C	7
gan	C	2
keys	C	1
returnthe	C	1
supo	C	1
supone	C	1
probono	C	1
han	C	35
h2248143957	X	20
renai	C	5
tsatus	C	1
cellphones	C	1
guys	C	1
confronted	C	1
horrible	C	1
west	C	1
worries	C	1
29th	X	16
accomplish	C	3
field	C	1
fulfill	C	1
presenting	C	2
unhappiness	C	2
diplomat	C	1
designed	C	1
rong	C	22
huang	C	35
convince	C	2
movement	C	3
24th	X	15
edward	C	25
papayashi	C	3
reaction	C	11
tended	C	1
teachs	C	1
stranger	C	1
evidence1	X	1
meanings	C	2
command	C	3
to16	X	1
browse	C	2
influent	C	2
rosecutor	C	1
ren	C	15
stat	C	1
takayashi	C	11
great	C	2
begging	C	1
tend	C	2
life	C	6
continual	C	1
ant	C	1
the   school	X	1
and   for	X	1
consists	C	1
none	C	2
student	C	1
leaning	C	2
replied	C	4
approve	C	2
colleges	C	1
sended	C	2
cused	C	1
gotten	C	1
ron	C	12
participate	C	1
conversation	C	3
primarily	C	1
waiting	C	1
distanced	C	1
earning	C	2
discoverer	C	1
private	C	1
dialing	C	1
submitted	C	2
log	C	1
westernize	C	1
yearlong	C	1
formed	C	1
summon	C	5
highly	C	8
unlikely	C	1
19f	X	6
zoner	C	1
suspecting	C	3
registering	C	1
mei	C	9
zong	C	1
taipe	C	1
umber	C	1
pledge	C	1
prepare	C	2
gradually	C	1
uhh	C	2
messengers	C	1
od	C	1
mentioning	C	1
moments	C	1
massagers	C	1
ad	C	1
sha	C	1
established	C	1
earned	C	2
mail	C	3
earth	C	2
   cram	X	4
fraud	C	1
num	C	3
twen	C	1
indi	C	1
ummis	C	1
called   	X	1
umm   	X	1
hot	C	1
busy	C	2
sounds	C	1
pic	C	1
youy	C	1
sisn	C	1
reallycared	C	1
pre	C	1
acted	C	1
gather	C	2
paparazzi	C	1
childrens	C	1
enjoy	C	1
dial	C	1
displayed	C	2
            	X	2
cultivate	C	1
typed	C	2
tiredness	C	1
hang	C	1
overworks	C	3
teleconferencing	C	1
believes	C	2
overwork	C	2
tutoring	C	1
   from	X	1
with   	X	1
overseas	C	1
completes	C	1
assisting	C	1
spring	C	1
reasonably	C	1
skill	C	1
intervene	C	1
fire	C	1
importantly	C	1
malining	C	1
nights	C	1
conferenced	C	1
switch	C	1
somewhat	C	1
events	C	1
ecidence	C	1
lesson	C	1
midnights	C	1
with   and	X	1
proposed	C	1
combination	C	1
loading	C	1
suspection	C	1
observed	C	1
phrases	C	1
aboard	C	1
combined	C	1
passionate	C	1
also   from   	X	1
investigat	C	1
the   cram	X	1
and   still	X	2
interaciton	C	1
civil	C	3
keeps	C	1
frequent	C	1
object	C	1
email	C	1
emails	C	1
messenger	C	1
mast	C	1
fish	C	1
remained	C	1
mi	C	1
kapayashi	C	1
worktime	C	1
x2	X	1
passed	C	1
inordinary	C	1
stuffs	C	2
writes	C	1
exercises	C	1
unpleasure	C	1
dubious	C	1
ac	C	1
proce	C	1
continues	C	1
on12	X	1
   and	X	1
jen	C	2
assiatance	C	1
protu	C	1
scores	C	1
lessens	C	1
unnormal	C	1
hasten	C	1
expressions	C	1
forward	C	6
accordance	C	1
continuing	C	1
sharper	C	1
homeroom	C	1
declined	C	1
ins	C	1
convinced	C	1
huan	C	1
suspective	C	1
thirdly	C	1
multiple	C	11
focusing	C	2
wedding	C	1
acquire	C	1
juicy	C	1
testimonies	C	1
rightful	C	1
justify	C	1
nineteen	C	1
defandant	C	1
collegue	C	1
prosedure	C	1
portguese	C	1
dominant	C	1
certainty	C	1
avanced	C	1
learnig	C	1
bachelor	C	2
books	C	2
seriors	C	1
exibit	C	2
roll	C	1
compete	C	1
regard	C	1
expiration	C	1
improving	C	1
serve	C	1
f	C	1
existed	C	1
lady	C	2
openly	C	1
meiermei	C	1
yuhan	C	2
weeks	C	1
sit	C	1
postgraduate	C	1
explains	C	1
noted	C	1
connotations	C	1
exist	C	1
competency	C	2
coursework	C	1
completion	C	1
tuition	C	1
conversations	C	1
starts	C	1
ill	C	2
18th	X	14
neighbor	C	15
physical	C	42
confrontation	C	45
banqiao	C	8
changjiang	C	8
hospital	C	19
injured	C	2
bruises	C	17
scratches	C	5
clause	C	3
neighborhood	C	8
slot	C	12
stairs	C	5
dinner	C	9
damin	C	1
chang	C	6
stock	C	1
disagree	C	2
slots	C	13
tightly	C	16
shoulder	C	15
strong	C	2
medical	C	7
lein	C	1
heh	C	1
injuries	C	14
girlfriend	C	20
preliminary	C	6
streets	C	1
sick	C	10
evolved	C	4
suffered	C	1
arms	C	8
decedent	C	1
committhe	C	1
usedin	C	1
parked	C	10
upstairs	C	6
downstairs	C	14
   was	X	1
blocked	C	5
disagreed	C	3
motorbikes	C	3
spaces	C	9
drawn	C	1
soyou	C	1
grabbed	C	11
handlebars	C	10
pushed	C	24
hospitalization	C	3
bodies	C	1
suffer	C	1
spotted	C	1
cameras	C	1
street	C	3
segment	C	2
toady	C	2
arm	C	7
window	C	4
community	C	20
release	C	1
lian	C	1
diagnosis	C	5
scratched	C	1
injury	C	4
precisely	C	5
film	C	14
alley	C	2
procedurally	C	2
diagnosed	C	1
stance	C	1
pose	C	1
encountered	C	1
removing	C	3
marked	C	1
stepped	C	4
grabbing	C	1
pushing	C	6
shoulders	C	2
union	C	1
pointed	C	1
cctvs	C	4
extract	C	1
examining	C	1
absent	C	2
sickness	C	1
steven	C	3
knocks	C	3
changjinag	C	1
banchiao	C	1
becomes	C	2
accident	C	1
parts	C	2
understands	C	1
removal	C	1
upstair	C	1
downstair	C	1
ming	C	4
whenever	C	2
blocks	C	1
hit	C	2
bar	C	3
letting	C	1
therapy	C	1
  hospital	X	2
contusions	C	1
stair	C	4
primary	C	1
comm	C	1
assault	C	2
deliberating	C	1
assistances	C	2
absence	C	1
6th	X	2
detected	C	1
prosecuter	C	1
min	C	1
blocking	C	3
society	C	1
accurate	C	3
handlebar	C	5
bruise	C	1
filmed	C	1
monitors	C	1
retrieve	C	2
harm	C	1
respect	C	1
identical	C	1
parks	C	1
wherever	C	1
block	C	2
photos	C	1
treatment	C	1
capital	C	2
timing	C	3
singing	C	1
arguments	C	4
doctors	C	1
pull	C	1
tenth	C	1
attacked	C	1
48th	X	1
receipt	C	1
quarre	C	1
retrieving	C	1
sixth	C	1
sever	C	1
bruised	C	1
hurt	C	1
reflect	C	1
leads	C	2
alike	C	1
grabs	C	2
indicate	C	1
diagnose	C	1
preliminarily	C	1
obstacle	C	1
line10	X	1
hurts	C	1
expresser	C	19
kelly	C	5
h228914891	X	4
fuxing	C	4
represent	C	2
myself	F	1
pther	C	1
gap	C	9
sogo	C	5
shopping	C	1
breeze	C	5
plaza	C	5
merchandise	C	2
wat	C	2
begins	C	2
exhausted	C	1
france	C	2
french	C	7
holidays	C	4
occasions	C	4
barrier	C	3
conflicts	C	4
tired	C	8
middleman	C	4
mental	C	4
pysical	C	1
oroblem	C	1
illness	C	3
psychiatry	C	3
generally	C	4
couples	C	4
consultant	C	1
counselor	C	13
responsiblele	C	1
marital	C	7
suggest	C	7
counseling	C	16
couple	C	3
counsel	C	2
wait	C	3
minute	C	3
exboyfrien	C	1
boyfriend	C	5
mood	C	4
acception	C	1
scandal	C	4
treat	C	2
badly	C	1
stereotype	C	1
insecurity	C	1
wnat	C	2
foundation	C	2
center	C	5
accpet	C	1
counsleing	C	1
solved	C	1
marrigae	C	1
taht	C	1
interpreting	C	1
aic	C	3
kerry	C	2
lee	C	2
kim	C	1
lawrence	C	2
disagrees	C	1
ages	C	1
about30	X	1
instance	C	1
futher	C	1
weak	C	1
barriers	C	1
ing	C	2
bother	C	1
factor	C	3
difficulties	C	1
exception	C	2
unfriendly	C	2
material	C	1
suggestion	C	2
unsafe	C	1
understandable	C	1
sad	C	2
expand	C	1
alder	C	1
belief	C	1
temporary	C	1
difficult	C	3
respondent	C	11
expressers	C	1
tohave	C	1
caring	C	2
neither	C	1
lots	C	1
whatdid	C	1
psychologist	C	2
jhonor	C	1
opinios	C	1
distinct	C	1
friendly	C	1
eachother	C	1
attitude	C	1
healthy	C	1
basement	C	1
marraige	C	1
respondant	C	2
tim	C	1
dating	C	1
pur	C	1
difficulty	C	1
afterwe	C	1
negotaition	C	1
patters	C	1
mian	C	1
procsee	C	1
llness	C	1
psychologists	C	1
cae	C	1
bbf	C	1
definitely	C	1
vent	C	1
venting	C	1
sex	C	1
likethis	C	1
throw	C	1
repondantwho	C	1
traveled	C	1
unsecurity	C	1
upset	C	1
someine	C	1
vnet	C	1
cam	C	1
couseling	C	1
useless	C	1
advise	C	1
falling	C	1
procee	C	1
deeply	C	1
ching	C	1
standpoint	C	2
indirectly	C	1
negotiation	C	1
